CVE ID,Description,Severity,Attack Complexity,Attack Vector,CWE ID,References,Attack Type,Mitigation Strategy
CVE-2022-3590,"WordPress is affected by an unauthenticated blind SSRF in the pingback feature. Because of a TOCTOU race condition between the validation checks and the HTTP request, attackers can reach internal hosts that are explicitly forbidden.",MEDIUM,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-367,"https://blog.sonarsource.com/wordpress-core-unauthenticated-blind-ssrf/, https://wpscan.com/vulnerability/c8814e6e-78b3-4f63-a1d3-6906a84c1f11, https://blog.sonarsource.com/wordpress-core-unauthenticated-blind-ssrf/, https://wpscan.com/vulnerability/c8814e6e-78b3-4f63-a1d3-6906a84c1f11",Internal SSRF,Enforce race condition protections to prevent exploitation
CVE-2022-37313,OX App Suite through 7.10.6 allows SSRF because the anti-SSRF protection mechanism only checks the first DNS AA or AAAA record.,MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CWE-918,"https://open-xchange.com, https://seclists.org/fulldisclosure/2022/Nov/18, https://open-xchange.com, https://seclists.org/fulldisclosure/2022/Nov/18",DNS Rebinding SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-3841,"RHACM: unauthenticated SSRF in console API endpoint. A Server-Side Request Forgery (SSRF) vulnerability was found in the console API endpoint from Red Hat Advanced Cluster Management for Kubernetes (RHACM). An attacker could take advantage of this as the console API endpoint is missing an authentication check, allowing unauthenticated users making requests.",HIGH,LOW,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://access.redhat.com/security/cve/CVE-2022-3841, https://access.redhat.com/security/cve/CVE-2022-3841",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-20002,"A vulnerability in Cisco TelePresence CE and RoomOS Software could allow an authenticated, local attacker to bypass access controls and conduct an SSRF attack through an affected device.
 This vulnerability is due to improper validation of user-supplied input. An attacker could exploit this vulnerability by sending a crafted request to a user of the web application. A successful exploit could allow the attacker to send arbitrary network requests that are sourced from the affected system.",MEDIUM,LOW,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,CWE-918,"https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-roomos-dkjGFgRK, https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-roomos-dkjGFgRK",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2021-37498,"An SSRF issue was discovered in Reprise License Manager (RLM) web interface through 14.2BL4 that allows remote attackers to trigger outbound requests to intranet servers, conduct port scans via the actserver parameter in License Activation function.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,CWE-918,"http://reprise.com, http://reprisesoftware.com, https://github.com/blakduk/Advisories/blob/main/Reprise%20License%20Manager/README.md, http://reprise.com, http://reprisesoftware.com, https://github.com/blakduk/Advisories/blob/main/Reprise%20License%20Manager/README.md",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-23560,"In certain Lexmark products through 2023-01-12, SSRF can occur because of a lack of input validation.",CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://publications.lexmark.com/publications/security-alerts/CVE-2023-23560.pdf, https://support.lexmark.com/alerts/, https://publications.lexmark.com/publications/security-alerts/CVE-2023-23560.pdf, https://support.lexmark.com/alerts/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-4335,"A blind SSRF vulnerability was identified in all versions of GitLab EE prior to 15.4.6, 15.5 prior to 15.5.5, and 15.6 prior to 15.6.1 which allows an attacker to connect to a local host.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,CWE-918,"https://gitlab.com/gitlab-org/cves/-/blob/master/2022/CVE-2022-4335.json, https://gitlab.com/gitlab-org/gitlab/-/issues/353018, https://hackerone.com/reports/1462437, https://gitlab.com/gitlab-org/cves/-/blob/master/2022/CVE-2022-4335.json, https://gitlab.com/gitlab-org/gitlab/-/issues/353018, https://hackerone.com/reports/1462437",Blind SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-4201,"A blind SSRF in GitLab CE/EE affecting all from 11.3 prior to 15.4.6, 15.5 prior to 15.5.5, and 15.6 prior to 15.6.1 allows an attacker to connect to local addresses when configuring a malicious GitLab Runner.",LOW,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:N/A:N,CWE-918,"https://gitlab.com/gitlab-org/cves/-/blob/master/2022/CVE-2022-4201.json, https://gitlab.com/gitlab-org/gitlab/-/issues/30376, https://gitlab.com/gitlab-org/cves/-/blob/master/2022/CVE-2022-4201.json, https://gitlab.com/gitlab-org/gitlab/-/issues/30376",Blind SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-24622,"isInList in the safeurl-python package before 1.2 for Python has an insufficiently restrictive regular expression for external domains, leading to SSRF.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-918,"https://github.com/IncludeSecurity/safeurl-python/security/advisories/GHSA-jgh8-vchw-q3g7, https://github.com/IncludeSecurity/safeurl-python/security/advisories/GHSA-jgh8-vchw-q3g7",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-24623,"Paranoidhttp before 0.3.0 allows SSRF because [::] is equivalent to the 127.0.0.1 address, but does not match the filter for private addresses.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,CWE-918,"https://github.com/hakobe/paranoidhttp/blob/master/CHANGELOG.md#v030-2023-01-19, https://github.com/hakobe/paranoidhttp/commit/07f671da14ce63a80f4e52432b32e8d178d75fd3, https://github.com/hakobe/paranoidhttp/compare/v0.2.0...v0.3.0, https://github.com/hakobe/paranoidhttp/blob/master/CHANGELOG.md#v030-2023-01-19, https://github.com/hakobe/paranoidhttp/commit/07f671da14ce63a80f4e52432b32e8d178d75fd3, https://github.com/hakobe/paranoidhttp/compare/v0.2.0...v0.3.0",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-47873,Netcad KEOS 1.0 is vulnerable to XML External Entity (XXE) resulting in SSRF with XXE (remote).,CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-611,"https://fordefence.com/cve-2022-47873-keos-software-xx/, https://fordefence.com/cve-2022-47873-keos-software-xx/",External SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2022-37033,"In dotCMS 5.x-22.06, TempFileAPI allows a user to create a temporary file based on a passed in URL, while attempting to block any SSRF access to local IP addresses or private subnets. In resolving this URL, the TempFileAPI follows any 302 redirects that the remote URL returns. Because there is no re-validation of the redirect URL, the TempFileAPI can be used to return data from those local/private hosts that should not be accessible remotely.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://www.dotcms.com/security/SI-64, https://www.dotcms.com/security/SI-64",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-25162,"Nextcloud Server is the file server software for Nextcloud, a self-hosted productivity platform. Nextcloud Server prior to 24.0.8 and 23.0.12 and Nextcloud Enterprise server prior to 24.0.8 and 23.0.12 are vulnerable to server-side request forgery (SSRF). Attackers can leverage enclosed alphanumeric payloads to bypass IP filters and gain SSRF, which would allow an attacker to read crucial metadata if the server is hosted on the AWS platform. Nextcloud Server 24.0.8 and 23.0.2 and Nextcloud Enterprise Server 24.0.8 and 23.0.12 contain a patch for this issue. No known workarounds are available.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CWE-918,"https://github.com/nextcloud/security-advisories/security/advisories/GHSA-mqrx-grp7-244m, https://github.com/nextcloud/server/pull/34160, https://hackerone.com/reports/1702864, https://github.com/nextcloud/security-advisories/security/advisories/GHSA-mqrx-grp7-244m, https://github.com/nextcloud/server/pull/34160, https://hackerone.com/reports/1702864",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2021-36396,"In Moodle, insufficient redirect handling made it possible to blindly bypass cURL blocked hosts/allowed ports restrictions, resulting in a blind SSRF risk.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,CWE-918,"https://moodle.org/mod/forum/discuss.php?d=424802, https://moodle.org/mod/forum/discuss.php?d=424802",Blind SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-28155,"The Request package through 2.88.1 for Node.js allows a bypass of SSRF mitigations via an attacker-controller server that does a cross-protocol redirect (HTTP to HTTPS, or HTTPS to HTTP). NOTE: This vulnerability only affects products that are no longer supported by the maintainer.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,CWE-918,"https://doyensec.com/resources/Doyensec_Advisory_RequestSSRF_Q12023.pdf, https://github.com/request/request/issues/3442, https://github.com/request/request/pull/3444, https://security.netapp.com/advisory/ntap-20230413-0007/, https://doyensec.com/resources/Doyensec_Advisory_RequestSSRF_Q12023.pdf, https://github.com/request/request/issues/3442, https://github.com/request/request/pull/3444, https://security.netapp.com/advisory/ntap-20230413-0007/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-28112,"Discourse is an open-source discussion platform. Prior to version 3.1.0.beta3 of the `beta` and `tests-passed` branches, some user provided URLs were being passed to FastImage without SSRF protection. Insufficient protections could enable attackers to trigger outbound network connections from the Discourse server to private IP addresses. This affects any site running the `tests-passed` or `beta` branches versions 3.1.0.beta2 and prior. This issue is patched in version 3.1.0.beta3 of the `beta` and `tests-passed` branches. There are no known workarounds.",MEDIUM,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:L/A:N,CWE-918,"https://github.com/discourse/discourse/commit/39c2f63b35d90ebaf67b9604cf1d424e5984203c, https://github.com/discourse/discourse/pull/20710, https://github.com/discourse/discourse/security/advisories/GHSA-9897-x229-55gh, https://github.com/discourse/discourse/commit/39c2f63b35d90ebaf67b9604cf1d424e5984203c, https://github.com/discourse/discourse/pull/20710, https://github.com/discourse/discourse/security/advisories/GHSA-9897-x229-55gh",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-43473,"A blind XML External Entity (XXE) vulnerability exists in the Add UCS Device functionality of ManageEngine OpManager 12.6.168. A specially crafted XML file can lead to SSRF. An attacker can serve 
a malicious XML payload to trigger this vulnerability.",MEDIUM,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:L/I:L/A:L,CWE-611,"https://talosintelligence.com/vulnerability_reports/TALOS-2022-1685, https://www.manageengine.com/itom/advisory/cve-2022-43473.html, https://talosintelligence.com/vulnerability_reports/TALOS-2022-1685, https://www.manageengine.com/itom/advisory/cve-2022-43473.html, https://www.talosintelligence.com/vulnerability_reports/TALOS-2022-1685",Blind SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2022-43698,OX App Suite before 7.10.6-rev30 allows SSRF because changing a POP3 account disregards the deny-list.,MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,CWE-918,"https://open-xchange.com, https://seclists.org/fulldisclosure/2023/Feb/3, https://open-xchange.com, https://seclists.org/fulldisclosure/2023/Feb/3",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-43699,OX App Suite before 7.10.6-rev30 allows SSRF because e-mail account discovery disregards the deny-list and thus can be attacked by an adversary who controls the DNS records of an external domain (found in the host part of an e-mail address).,MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,CWE-918,"https://open-xchange.com, https://seclists.org/fulldisclosure/2023/Feb/3, https://open-xchange.com, https://seclists.org/fulldisclosure/2023/Feb/3",DNS Rebinding SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-48477,"In JetBrains Hub before 2023.1.15725 SSRF protection in Auth Module integration was missing
",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:N/A:N,CWE-918,"https://www.jetbrains.com/privacy-security/issues-fixed/, https://www.jetbrains.com/privacy-security/issues-fixed/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-33184,"Nextcloud Mail is a mail app in Nextcloud. A blind SSRF attack allowed to send GET requests to services running in the same web server. It is recommended that the Mail app is update to version 3.02, 2.2.5 or 1.15.3.

",LOW,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N,CWE-918,"https://github.com/nextcloud/mail/pull/8275, https://github.com/nextcloud/security-advisories/security/advisories/GHSA-8gph-9895-w564, https://hackerone.com/reports/1913095, https://github.com/nextcloud/mail/pull/8275, https://github.com/nextcloud/security-advisories/security/advisories/GHSA-8gph-9895-w564, https://hackerone.com/reports/1913095",Blind SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-1938,"The WP Fastest Cache WordPress plugin before 1.1.5 does not have CSRF check in an AJAX action, and does not validate user input before using it in the wp_remote_get() function, leading to a Blind SSRF issue",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A,"https://wpscan.com/vulnerability/92b1c6d8-51db-46aa-bde6-abdfb091aab5, https://wpscan.com/vulnerability/92b1c6d8-51db-46aa-bde6-abdfb091aab5",Blind SSRF,"General SSRF Mitigation: Validate and sanitize all URLs, restrict network access, and enforce security controls."
CVE-2023-32750,"Pydio Cells through 4.1.2 allows SSRF. For longer running processes, Pydio Cells allows for the creation of jobs, which are run in the background. The job ""remote-download"" can be used to cause the backend to send a HTTP GET request to a specified URL and save the response to a new file. The response file is then available in a user-specified folder in Pydio Cells.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://www.redteam-pentesting.de/advisories/rt-sa-2023-005/, https://www.redteam-pentesting.de/en/advisories/-advisories-publicised-vulnerability-analyses, https://www.redteam-pentesting.de/advisories/rt-sa-2023-005/, https://www.redteam-pentesting.de/en/advisories/-advisories-publicised-vulnerability-analyses",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-35133,"An issue in the logic used to check 0.0.0.0 against the cURL blocked hosts lists resulted in an SSRF risk. This flaw affects Moodle versions 4.2, 4.1 to 4.1.3, 4.0 to 4.0.8, 3.11 to 3.11.14, 3.9 to 3.9.21 and earlier unsupported versions.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://bugzilla.redhat.com/show_bug.cgi?id=2214373, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/7A72KX4WU6GK2CX4TKYFGFASPKOEOJFC/, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/I5QAEAGJ44NVXLAJFJXKARKC45OGEDXT/, https://moodle.org/mod/forum/discuss.php?d=447831, https://bugzilla.redhat.com/show_bug.cgi?id=2214373, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/7A72KX4WU6GK2CX4TKYFGFASPKOEOJFC/, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/I5QAEAGJ44NVXLAJFJXKARKC45OGEDXT/, https://moodle.org/mod/forum/discuss.php?d=447831",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
